key,fare_amount
2015-01-27 13:08:24.0000002,11.27159504066716
2015-01-27 13:08:24.0000003,11.275115640538116
2011-10-08 11:53:44.0000002,11.272725187138237
2012-12-01 21:12:12.0000002,11.272538250150498
2012-12-01 21:12:12.0000003,11.269637178849802
2012-12-01 21:12:12.0000005,11.271439509658226
2011-10-06 12:10:20.0000001,11.277367500764077
2011-10-06 12:10:20.0000003,11.302587403333089
2011-10-06 12:10:20.0000002,11.274493814698246
2014-02-18 15:22:20.0000002,11.277376307736295
2014-02-18 15:22:20.0000003,11.268900555730967
2014-02-18 15:22:20.0000001,11.276175062952428
2010-03-29 20:20:32.0000002,11.271624192232943
2010-03-29 20:20:32.0000001,11.275536884281061
2011-10-06 03:59:12.0000002,11.27546194443879
2011-10-06 03:59:12.0000001,11.280590780661596
2012-07-15 16:45:04.0000006,11.271196947128711
2012-07-15 16:45:04.0000002,11.273958578014504
2012-07-15 16:45:04.0000003,11.273981714701025
2012-07-15 16:45:04.0000004,11.27493919108252
2014-10-29 02:09:56.0000001,11.273975966239245
2014-06-14 13:39:00.00000010,11.276533462328219
2014-06-14 13:39:00.00000060,11.274681715822028
2014-06-14 13:39:00.00000087,11.275454489220365
2014-06-14 13:39:00.00000050,11.265092325764464
2014-06-14 13:39:00.0000003,11.275776658255582
2014-06-14 13:39:00.000000158,11.258409975369945
2014-06-14 13:39:00.00000015,11.285683430741107
2014-06-14 13:39:00.00000073,11.275620564840505
2014-06-14 13:39:00.00000077,11.26762403392306
2014-06-14 13:39:00.000000145,11.282342433510788
2014-06-14 13:39:00.00000079,11.270055219314834
2014-06-14 13:39:00.000000121,11.278145519636805
2014-06-14 13:39:00.00000021,11.273149696247737
2014-06-14 13:39:00.0000005,11.274534222640451
2014-06-14 13:39:00.000000165,11.271323418521286
2014-06-14 13:39:00.000000184,11.271829342505113
2014-06-14 13:39:00.00000059,11.27051857011075
2014-06-14 13:39:00.00000070,11.271517472708835
2014-06-14 13:39:00.00000068,11.279512769867976
2014-06-14 13:39:00.000000133,11.282997596205226
2014-06-14 13:39:00.000000128,11.27555772577376
2014-06-14 13:39:00.000000136,11.276612762053796
2014-06-14 13:39:00.00000017,11.278085350936486
2014-06-14 13:39:00.000000111,11.274540535749253
2014-06-14 13:39:00.000000115,11.272682400793151
2014-06-14 13:39:00.000000168,11.27191004607548
2014-06-14 13:39:00.00000031,11.27745215176516
2014-06-14 13:39:00.000000116,11.271011892619898
2014-06-14 13:39:00.00000051,11.271739911016727
2014-06-14 13:39:00.000000193,11.267097675277116
2014-06-14 13:39:00.000000132,11.275365413721117
2014-06-14 13:39:00.000000167,11.261225200358211
2014-06-14 13:39:00.00000044,11.276658492358727
2014-06-14 13:39:00.000000138,11.269318205138907
2014-06-14 13:39:00.00000066,11.269331714569812
2014-06-14 13:39:00.00000063,11.282598597391633
2014-06-14 13:39:00.000000154,11.277127706433356
2014-06-14 13:39:00.00000097,11.270492147510504
2014-06-14 13:39:00.00000067,11.271238823094672
2014-06-14 13:39:00.000000179,11.265572149273286
2014-06-14 13:39:00.00000092,11.270927987465512
2014-06-14 13:39:00.00000029,11.271741140688635
2014-06-14 13:39:00.000000177,11.273760414032923
2014-06-14 13:39:00.000000192,11.275871557104283
2014-06-14 13:39:00.000000181,11.275146670948448
2014-06-14 13:39:00.000000120,11.276986001759264
2014-06-14 13:39:00.0000008,11.27712793419661
2014-06-14 13:39:00.000000103,11.271798357507604
2014-06-14 13:39:00.00000049,11.26823222647412
2014-06-14 13:39:00.000000108,11.269450554786133
2014-06-14 13:39:00.00000072,11.275339287088208
2014-06-14 13:39:00.000000182,11.277411335783475
2014-06-14 13:39:00.00000061,11.272682753926377
2014-06-14 13:39:00.00000093,11.271987880404906
2014-06-14 13:39:00.000000170,11.277369364215017
2014-06-14 13:39:00.000000147,11.276697781851746
2014-06-14 13:39:00.000000140,11.275068398261098
2014-06-14 13:39:00.000000159,11.276515412275073
2014-06-14 13:39:00.00000012,11.278726343614117
2014-06-14 13:39:00.00000025,11.270960241129906
2014-06-14 13:39:00.000000156,11.276003002516099
2014-06-14 13:39:00.000000152,11.275574491311033
2014-06-14 13:39:00.000000129,11.275151645229645
2014-06-14 13:39:00.000000119,11.265544157707392
2014-06-14 13:39:00.000000118,11.27843972730853
2014-06-14 13:39:00.00000076,11.272751032762622
2014-06-14 13:39:00.000000135,11.27058064050392
2014-06-14 13:39:00.00000023,11.27104387005322
2014-06-14 13:39:00.00000082,11.271975143438102
2014-06-14 13:39:00.000000125,11.266829914587749
2014-06-14 13:39:00.00000075,11.27023251623074
2014-06-14 13:39:00.000000124,11.27292578468315
2014-06-14 13:39:00.000000172,11.275301960175806
2014-06-14 13:39:00.00000024,11.272744847811055
2014-06-14 13:39:00.000000169,11.272570954629533
2014-06-14 13:39:00.00000052,11.273272517178793
2014-06-14 13:39:00.000000161,11.27696741159659
2014-06-14 13:39:00.00000038,11.272561180365571
2014-06-14 13:39:00.00000035,11.272173478685351
2014-06-14 13:39:00.00000053,11.275559105570295
2014-06-14 13:39:00.000000183,11.276663413637236
2014-06-14 13:39:00.000000131,11.299993719861199
2014-06-14 13:39:00.000000180,11.275349481480568
2014-06-14 13:39:00.000000130,11.271493400315437
2014-06-14 13:39:00.00000032,11.279438696435724
2014-06-14 13:39:00.000000148,11.277828446688703
2014-06-14 13:39:00.0000007,11.269864437561123
2014-06-14 13:39:00.00000095,11.268898959052988
2014-06-14 13:39:00.000000144,11.274220248425582
2014-06-14 13:39:00.000000141,11.285993847759315
2014-06-14 13:39:00.000000162,11.26559655018272
2014-06-14 13:39:00.00000018,11.277225384503616
2014-06-14 13:39:00.00000054,11.266882811528264
2014-06-14 13:39:00.00000040,11.274163732949736
2014-06-14 13:39:00.00000096,11.279281858777534
2014-06-14 13:39:00.00000055,11.260299856540916
2014-06-14 13:39:00.000000109,11.280716193572367
2014-06-14 13:39:00.000000151,11.27217459871438
2014-06-14 13:39:00.00000016,11.27810566354285
2014-06-14 13:39:00.00000062,11.27911896131651
2014-06-14 13:39:00.000000191,11.273625387356379
2014-06-14 13:39:00.00000034,11.27742809125738
2014-06-14 13:39:00.000000160,11.273288657435653
2014-06-14 13:39:00.00000013,11.275673622551682
2014-06-14 13:39:00.000000188,11.270756854164194
2014-06-14 13:39:00.00000086,11.277338678684991
2014-06-14 13:39:00.000000185,11.275545781149802
2014-06-14 13:39:00.00000074,11.269109775500022
2014-06-14 13:39:00.00000022,11.26593421419462
2014-06-14 13:39:00.00000036,11.277197910590292
2014-06-14 13:39:00.000000126,11.277151992629566
2014-06-14 13:39:00.000000190,11.27810120481638
2014-06-14 13:39:00.00000042,11.271817357246299
2014-06-14 13:39:00.000000178,11.269217532998564
2014-06-14 13:39:00.000000163,11.274890277113306
2014-06-14 13:39:00.00000020,11.277396277347929
2014-06-14 13:39:00.00000098,11.273515035232624
2014-06-14 13:39:00.000000114,11.279200834886463
2014-06-14 13:39:00.00000045,11.268338251127192
2014-06-14 13:39:00.00000094,11.276472159055585
2014-06-14 13:39:00.000000146,11.270547643038713
2014-06-14 13:39:00.00000033,11.27048325680536
2014-06-14 13:39:00.000000143,11.272381403057771
